gender,city,customer_segment,original_price,discount_pct,quantity,purchase_amount,purchase_hour,is_weekend,is_black_friday
Other,Houston,Returning,84.26,60,1,33.7,0,0,0
Other,San Francisco,Loyal,120.96,5,1,114.91,23,1,0
Female,Dallas,VIP,512.54,40,1,307.52,3,0,1
Other,Miami,Returning,80.53,5,1,76.5,10,0,1
Other,New York,Loyal,102.35,50,1,51.18,11,0,0
Female,New York,New,161.91,35,1,105.24,8,0,0
Male,San Francisco,New,37.24,10,2,67.04,13,0,0
Other,Phoenix,New,199.49,40,1,119.69,22,0,0
Other,Miami,New,36.99,40,4,88.76,18,1,0
Other,Phoenix,Returning,420.06,5,1,399.06,8,1,0
Other,Dallas,Returning,47.76,25,1,35.82,3,0,0
Female,Miami,VIP,72.12,25,2,108.18,21,0,1
Female,Phoenix,Loyal,196.22,50,1,98.11,14,1,0
Other,Seattle,Returning,326.93,10,3,882.72,1,0,0
Female,San Francisco,Returning,69.84,25,2,104.76,13,0,0
Other,Chicago,Loyal,132.8,20,2,212.48,21,1,0
Female,Dallas,New,321.14,30,1,224.8,23,0,0
Female,New York,New,192.3,35,1,125.0,18,0,0
Male,Los Angeles,Returning,62.18,50,1,31.09,23,0,1
Female,Atlanta,Returning,287.25,30,3,603.24,18,0,1
Other,San Francisco,VIP,108.15,30,2,151.4,11,1,0
Other,Los Angeles,VIP,163.04,20,2,260.86,5,0,0
Male,Phoenix,Returning,33.74,20,1,26.99,11,0,0
Male,New York,Loyal,682.02,50,1,341.01,9,0,0
Male,San Francisco,New,98.0,50,2,98.0,12,1,0
Female,New York,VIP,80.41,35,1,52.27,12,0,0
Female,Phoenix,New,241.63,25,2,362.44,8,0,0
Female,Miami,Returning,239.41,30,3,502.77,19,0,0
Male,Dallas,Returning,211.45,5,1,200.88,22,0,0
Female,Dallas,Returning,168.69,35,1,109.65,15,0,0
Other,Seattle,New,70.89,40,1,42.53,1,0,0
Female,Chicago,New,244.26,20,1,195.41,11,0,0
Female,Los Angeles,Returning,396.4,50,2,396.4,13,0,0
Female,Houston,Returning,27.96,15,1,23.77,20,0,0
Other,Dallas,Returning,777.07,30,2,1087.9,12,0,1
Other,Phoenix,Loyal,129.37,20,1,103.5,19,0,0
Other,San Francisco,New,101.59,30,1,71.11,23,0,0
Male,Los Angeles,Returning,148.16,30,1,103.71,14,0,0
Female,Miami,Returning,367.83,25,3,827.61,3,0,0
Male,Phoenix,New,259.94,25,3,584.88,7,0,1
Female,Seattle,New,325.35,20,3,780.84,16,0,0
Male,San Francisco,New,71.52,25,1,53.64,5,0,0
Female,Atlanta,Returning,58.35,35,1,37.93,13,1,0
Male,Seattle,Loyal,101.6,25,3,228.6,7,0,0
Female,Phoenix,Returning,298.43,20,1,238.74,17,0,0
Female,Atlanta,Returning,21.64,25,1,16.23,17,0,0
Male,Atlanta,Returning,24.7,30,1,17.29,0,1,0
Male,Phoenix,Loyal,480.65,30,2,672.92,1,0,0
Female,Atlanta,New,279.6,30,1,195.72,23,0,0
Other,San Francisco,VIP,57.38,20,1,45.9,2,0,0
Other,Seattle,New,223.47,35,1,145.26,12,0,0
Other,Dallas,Returning,114.92,50,1,57.46,14,0,0
Other,Houston,Loyal,25.47,50,1,12.74,22,0,0
Female,Atlanta,Returning,17.76,30,1,12.43,7,1,0
Female,Los Angeles,New,164.83,30,1,115.38,21,0,0
Female,Phoenix,Loyal,51.94,20,2,83.1,22,0,0
Other,Houston,Loyal,1607.52,35,1,1044.89,5,1,0
Male,Phoenix,Loyal,125.39,35,2,163.0,9,0,0
Other,Miami,Loyal,368.88,15,1,313.55,4,0,0
Female,Miami,New,1045.83,15,1,888.96,8,0,0
Male,Los Angeles,New,124.64,40,4,299.12,23,0,0
Male,New York,Returning,69.51,20,1,55.61,3,1,0
Other,Los Angeles,New,379.82,15,1,322.85,1,0,0
Other,Miami,Loyal,127.51,40,1,76.51,9,0,0
Female,New York,New,60.59,30,1,42.41,20,1,0
Other,Dallas,Loyal,195.19,20,3,468.45,7,0,0
Other,New York,Loyal,51.41,25,1,38.56,16,1,0
Other,Dallas,Loyal,72.98,40,1,43.79,7,1,0
Female,Chicago,VIP,13.14,35,2,17.08,11,0,0
Other,Miami,Loyal,297.73,25,1,223.3,16,0,0
Male,Phoenix,Loyal,89.41,35,2,116.24,0,1,0
Other,Chicago,Returning,1500.96,25,1,1125.72,3,0,0
Male,Miami,New,99.97,35,1,64.98,12,0,0
Male,San Francisco,Returning,54.34,30,1,38.04,18,0,0
Male,Dallas,Returning,283.3,15,2,481.6,16,0,0
Female,Houston,New,774.78,40,1,464.87,2,0,0
Male,New York,Loyal,87.76,25,1,65.82,22,0,0
Male,Seattle,Returning,106.65,5,1,101.32,5,0,0
Other,Miami,Loyal,260.88,25,1,195.66,6,0,0
Male,Miami,New,115.25,35,2,149.82,12,1,0
Female,Chicago,Loyal,66.03,5,1,62.73,20,1,0
Female,New York,Loyal,1693.77,10,2,3048.78,19,0,0
Other,Dallas,VIP,429.31,30,1,300.52,13,0,0
Other,Atlanta,Returning,177.17,5,1,168.31,17,0,0
Other,Dallas,Loyal,263.55,15,3,672.06,22,0,0
Other,Phoenix,Loyal,211.88,10,4,762.76,9,0,0
Female,San Francisco,Returning,267.78,40,1,160.67,2,1,0
Female,Houston,Returning,46.83,20,5,187.3,17,0,0
Male,Seattle,VIP,48.89,25,2,73.34,7,0,0
Other,Miami,New,705.8,25,1,529.35,3,1,0
Female,Phoenix,Loyal,7.97,35,1,5.18,6,0,0
Female,Miami,New,24.61,60,4,39.36,4,0,0
Other,Dallas,New,41.1,20,1,32.88,20,0,0
Male,San Francisco,Loyal,42.27,35,1,27.48,7,0,0
Female,Phoenix,New,850.39,15,1,722.83,9,0,1
Male,San Francisco,VIP,151.03,35,2,196.34,13,0,0
Female,Seattle,VIP,774.52,25,1,580.89,13,0,0
Other,Los Angeles,Returning,84.63,30,1,59.24,10,0,0
Male,Dallas,Loyal,681.44,20,2,1090.3,6,0,0
Female,Dallas,Loyal,77.1,35,1,50.11,18,1,0
Female,Miami,New,64.46,50,3,96.69,20,0,1
Other,Seattle,New,381.81,30,2,534.54,3,1,0
Female,Atlanta,Returning,125.04,35,2,162.56,6,1,0
Female,Chicago,Loyal,405.0,20,1,324.0,9,0,0
Female,Houston,New,267.87,15,1,227.69,2,0,0
Male,New York,Loyal,13.79,40,1,8.27,18,0,0
Other,Dallas,Returning,132.53,35,1,86.14,17,0,0
Other,Seattle,Returning,224.88,40,1,134.93,16,0,0
Other,Seattle,New,242.98,25,1,182.24,5,0,0
Female,Miami,VIP,509.69,20,1,407.75,16,1,0
Other,New York,Returning,262.79,50,1,131.4,7,0,1
Female,Atlanta,Returning,132.53,40,1,79.52,11,0,1
Female,San Francisco,Loyal,172.97,30,1,121.08,18,0,0
Male,Seattle,Loyal,284.57,25,1,213.43,9,1,0
Male,Los Angeles,Returning,2227.54,40,3,4009.56,16,0,0
Male,Dallas,Returning,80.08,40,1,48.05,10,0,0
Female,Chicago,Loyal,47.45,30,1,33.22,5,0,0
Male,Atlanta,Loyal,114.53,15,1,97.35,13,0,0
Other,Los Angeles,VIP,253.74,20,2,405.98,13,1,0
Other,Miami,Loyal,1914.11,40,1,1148.47,13,0,0
Other,San Francisco,Returning,184.97,10,1,166.47,15,0,0
Other,Chicago,Returning,137.02,20,1,109.62,2,1,0
Male,Dallas,VIP,75.45,30,1,52.82,14,1,0
Other,San Francisco,Loyal,278.66,25,1,209.0,0,0,0
Male,Seattle,Returning,34.15,20,1,27.32,11,1,0
Male,Atlanta,New,233.33,30,2,326.66,5,1,0
Female,Seattle,Returning,484.29,20,2,774.86,3,1,0
Male,Los Angeles,Returning,53.39,35,1,34.7,4,0,1
Other,Houston,New,20.56,30,1,14.39,3,0,0
Other,Houston,New,164.87,35,2,214.34,5,1,0
Other,New York,Loyal,897.35,25,1,673.01,1,0,0
Other,Phoenix,VIP,272.26,35,2,353.94,18,0,1
Male,Los Angeles,Loyal,92.37,50,1,46.18,20,0,0
Male,Atlanta,Returning,282.98,25,1,212.24,12,0,0
Female,Atlanta,VIP,163.03,20,2,260.84,12,1,0
Female,Miami,Returning,130.67,40,1,78.4,17,1,0
Male,New York,New,540.27,30,1,378.19,19,0,1
Other,San Francisco,Returning,86.5,15,1,73.52,0,0,0
Female,Dallas,Returning,20.88,25,1,15.66,19,1,0
Female,Seattle,Returning,105.41,60,1,42.16,19,0,0
Male,Seattle,Loyal,54.01,15,1,45.91,2,0,0
Other,Atlanta,VIP,193.89,50,2,193.88,1,1,0
Female,San Francisco,Returning,160.56,50,4,321.12,21,1,0
Other,San Francisco,New,55.68,20,1,44.54,11,0,0
Other,Houston,Loyal,370.89,15,1,315.26,22,0,0
Male,Chicago,VIP,233.48,35,1,151.76,21,0,1
Other,San Francisco,Returning,41.45,20,1,33.16,5,0,0
Other,San Francisco,New,202.2,30,2,283.08,9,1,0
Male,Miami,Returning,375.05,30,1,262.53,5,0,0
Male,New York,Loyal,167.53,35,2,217.78,7,0,0
Male,San Francisco,New,253.92,25,1,190.44,10,0,0
Female,New York,Returning,75.8,30,1,53.06,20,0,0
Female,New York,Loyal,125.48,15,1,106.66,12,0,0
Female,Dallas,New,19.98,35,1,12.99,3,0,0
Other,Atlanta,Returning,923.45,35,1,600.24,19,0,0
Male,Miami,Returning,68.77,30,1,48.14,9,0,0
Female,Phoenix,Loyal,73.84,40,1,44.3,16,0,1
Other,Atlanta,Returning,586.72,30,1,410.7,0,0,0
Male,Seattle,New,654.12,15,1,556.0,4,0,0
Male,Atlanta,New,143.58,40,1,86.15,12,0,0
Male,New York,New,207.21,40,1,124.33,2,0,1
Male,Houston,Returning,82.95,30,2,116.12,7,1,0
Other,Chicago,New,173.95,10,1,156.56,9,0,0
Other,New York,Returning,45.03,5,1,42.78,1,0,0
Male,Phoenix,Returning,41.31,20,2,66.1,6,0,0
Male,Miami,New,85.51,25,3,192.39,5,0,0
Other,Miami,New,331.21,35,2,430.58,17,0,0
Female,Miami,Loyal,256.9,20,1,205.52,21,0,0
Other,Houston,Loyal,2441.57,20,1,1953.26,8,0,1
Male,Miami,Returning,95.46,20,1,76.37,8,0,0
Other,Atlanta,Loyal,260.9,15,1,221.76,10,1,0
Other,Dallas,VIP,62.98,20,1,50.38,19,0,0
Male,Dallas,Returning,252.56,20,1,202.05,17,0,0
Other,Atlanta,New,1174.47,25,1,880.85,21,1,0
Other,Chicago,New,28.82,30,2,40.34,3,0,0
Other,Atlanta,New,256.02,30,1,179.21,17,0,0
Male,Phoenix,Returning,172.52,25,1,129.39,17,0,1
Other,Phoenix,Loyal,844.84,25,1,633.63,4,0,0
Other,Miami,Loyal,145.88,40,3,262.59,10,0,0
Other,San Francisco,New,193.61,20,1,154.89,13,0,0
Male,Seattle,New,457.23,25,1,342.92,8,0,1
Female,Houston,Returning,54.65,15,1,46.45,3,0,1
Female,Phoenix,Returning,185.89,20,1,148.71,17,0,0
Other,Chicago,Returning,193.36,15,2,328.72,21,0,0
Male,San Francisco,Loyal,44.02,15,1,37.42,9,0,0
Other,Los Angeles,VIP,389.05,60,1,155.62,15,0,0
Female,New York,VIP,54.35,15,1,46.2,6,1,0
Female,Miami,New,799.8,10,1,719.82,22,0,0
Male,Chicago,Loyal,2488.17,15,1,2114.94,15,1,0
Other,San Francisco,Returning,149.87,35,1,97.42,7,0,0
Female,Dallas,Returning,422.77,30,2,591.88,1,1,0
Female,Dallas,VIP,145.3,25,1,108.98,13,0,0
Female,New York,VIP,132.38,25,1,99.28,6,0,0
Female,Atlanta,Loyal,59.44,35,1,38.64,6,0,0
Male,New York,Loyal,51.39,35,2,66.8,16,0,0
Female,Atlanta,Returning,302.1,30,1,211.47,10,1,0
Other,Seattle,New,75.76,25,1,56.82,22,0,1
Male,Houston,Returning,84.6,40,3,152.28,15,0,0
Male,Houston,Loyal,93.09,20,1,74.47,7,0,0
Female,Los Angeles,Loyal,181.56,20,1,145.25,12,1,0
Other,Atlanta,Loyal,486.99,20,1,389.59,11,0,1
Male,Atlanta,New,1027.0,50,1,513.5,21,0,0
Other,San Francisco,Returning,313.45,10,1,282.1,17,0,0
Male,San Francisco,Loyal,38.91,10,1,35.02,19,0,1
Other,San Francisco,VIP,138.57,5,1,131.64,9,0,0
Other,Dallas,Returning,1002.69,20,2,1604.3,15,1,0
Other,Los Angeles,Loyal,266.02,15,2,452.24,6,0,0
Female,Atlanta,New,457.41,20,1,365.93,9,0,0
Male,Seattle,New,65.38,5,1,62.11,23,0,0
Female,Chicago,Returning,92.34,20,1,73.87,23,0,0
Male,Chicago,VIP,94.08,30,1,65.86,6,0,0
Female,Atlanta,VIP,79.73,50,2,79.72,15,0,0
Other,Houston,Returning,159.32,25,1,119.49,3,1,0
Female,Chicago,Returning,348.59,50,1,174.3,14,0,0
Male,Phoenix,Loyal,255.63,35,1,166.16,0,0,0
Male,Phoenix,New,1268.61,35,1,824.6,22,0,0
Other,Los Angeles,Loyal,298.72,20,1,238.98,12,0,0
Male,Phoenix,Loyal,153.45,25,1,115.09,13,1,0
Male,Los Angeles,Returning,132.68,40,1,79.61,21,0,0
Other,Houston,New,161.12,20,4,515.6,6,1,0
Female,San Francisco,Returning,1016.29,20,1,813.03,15,0,0
Male,San Francisco,Returning,84.33,15,1,71.68,6,0,0
Male,Seattle,New,260.12,60,2,208.1,8,0,0
Other,Atlanta,Returning,122.31,50,1,61.16,16,0,0
Female,Seattle,Returning,600.79,25,2,901.18,10,0,0
Female,Dallas,Loyal,1218.43,30,1,852.9,5,0,0
Female,Los Angeles,Loyal,99.02,50,1,49.51,2,0,0
Female,Miami,Loyal,243.46,25,1,182.6,5,0,0
Female,New York,Returning,270.15,40,1,162.09,8,0,0
Other,Los Angeles,New,247.62,40,1,148.57,3,0,0
Male,Miami,Returning,526.0,20,1,420.8,6,0,1
Other,Atlanta,Loyal,359.66,40,2,431.6,21,0,0
Female,New York,VIP,84.5,15,1,71.82,11,0,0
Female,Houston,Returning,1119.36,10,1,1007.42,9,1,0
Male,Miami,Returning,308.09,30,1,215.66,19,0,0
Female,Chicago,Returning,91.87,40,1,55.12,13,1,0
Male,Chicago,Loyal,40.6,40,1,24.36,5,0,0
Male,Seattle,New,149.37,5,2,283.8,20,1,0
Other,Seattle,Loyal,334.5,5,1,317.77,3,0,0
Female,Dallas,New,70.08,10,1,63.07,14,1,0
Female,Houston,Loyal,236.72,35,1,153.87,4,0,1
Female,Chicago,Returning,167.83,25,5,629.35,3,1,0
Female,Houston,Returning,66.03,40,1,39.62,16,0,0
Other,Dallas,New,253.06,20,1,202.45,19,0,1
Male,Phoenix,Returning,351.22,30,1,245.85,4,0,0
Other,New York,New,250.07,25,1,187.55,4,0,0
Female,Phoenix,Loyal,441.61,30,2,618.26,6,0,1
Female,Atlanta,VIP,112.87,15,2,191.88,1,0,0
Female,Phoenix,VIP,283.83,60,1,113.53,14,0,0
Male,New York,Loyal,337.44,60,1,134.98,12,1,0
Female,Seattle,Loyal,76.47,30,1,53.53,0,1,0
Other,Miami,Returning,67.7,35,1,44.0,21,0,0
Male,San Francisco,Returning,298.66,20,1,238.93,11,0,0
Other,Seattle,Loyal,2006.43,20,1,1605.14,11,1,0
Male,Miami,New,308.52,20,1,246.82,14,1,0
Male,Atlanta,Returning,1202.07,15,4,4087.04,20,0,0
Female,Atlanta,New,55.11,25,1,41.33,2,0,0
Male,New York,VIP,157.73,20,2,252.36,14,1,0
Male,San Francisco,Returning,459.15,30,1,321.4,13,0,0
Male,San Francisco,Returning,1512.45,15,1,1285.58,4,1,0
Other,Dallas,New,1951.87,40,1,1171.12,14,1,0
Female,New York,Returning,35.69,20,1,28.55,2,0,0
Other,Seattle,Returning,26.42,40,1,15.85,23,0,0
Female,Atlanta,Returning,136.08,30,1,95.26,12,0,0
Male,Houston,New,119.44,30,1,83.61,9,1,0
Other,Los Angeles,Loyal,66.39,15,1,56.43,5,1,0
Other,New York,New,41.22,25,1,30.92,20,1,0
Male,Houston,VIP,17.85,20,1,14.28,9,0,0
Other,Seattle,Returning,189.74,35,1,123.33,7,0,1
Female,Atlanta,Returning,421.68,20,2,674.68,15,0,0
Other,Houston,Returning,232.77,30,1,162.94,6,0,0
Other,Los Angeles,New,273.26,25,1,204.94,10,0,0
Female,Dallas,Returning,188.49,40,1,113.09,9,0,0
Female,Los Angeles,Returning,165.29,5,1,157.03,21,0,0
Female,Miami,New,77.95,40,1,46.77,23,0,0
Other,Dallas,Loyal,51.13,40,4,122.72,18,0,0
Female,Houston,New,2477.34,20,1,1981.87,9,0,0
Male,New York,Returning,2197.22,15,4,7470.56,12,1,0
Other,San Francisco,VIP,220.2,30,1,154.14,21,0,0
Female,Dallas,Loyal,594.89,60,1,237.96,5,0,0
Other,Seattle,Loyal,143.18,30,1,100.23,17,0,0
Female,Atlanta,VIP,202.05,50,1,101.02,1,0,0
Other,New York,New,120.36,25,1,90.27,12,1,0
Other,San Francisco,Loyal,311.17,40,1,186.7,19,1,0
Other,Dallas,Returning,349.92,40,1,209.95,16,0,0
Female,Dallas,Loyal,30.46,20,1,24.37,16,1,0
Male,Seattle,Loyal,683.13,20,1,546.5,0,0,0
Female,Seattle,Returning,100.47,20,2,160.76,15,0,0
Female,Atlanta,New,268.64,15,1,228.34,14,0,0
Female,Seattle,Returning,188.95,40,1,113.37,7,0,0
Female,Phoenix,Loyal,254.04,25,1,190.53,9,0,1
Other,Miami,New,440.63,60,1,176.25,13,0,0
Male,Miami,Loyal,292.58,40,3,526.65,0,0,0
Male,San Francisco,New,1532.52,30,1,1072.76,11,1,0
Other,New York,Returning,442.55,50,2,442.56,13,1,0
Female,Miami,New,12.39,50,4,24.8,9,0,0
Female,Miami,Returning,1370.83,40,1,822.5,17,0,1
Male,Los Angeles,Loyal,569.59,15,1,484.15,2,0,1
Other,Atlanta,Returning,108.46,10,1,97.61,21,0,0
Male,Houston,Returning,38.82,30,3,81.51,2,0,0
Male,Atlanta,Returning,44.58,25,3,100.32,9,0,0
Male,Los Angeles,VIP,589.87,40,1,353.92,21,1,0
Other,Miami,New,39.37,20,1,31.5,15,0,0
Male,New York,Loyal,84.83,40,1,50.9,10,0,0
Female,New York,Returning,972.38,15,1,826.52,0,0,0
Male,San Francisco,Returning,137.15,35,1,89.15,12,1,0
Female,Houston,New,1424.7,10,1,1282.23,19,0,0
Male,Phoenix,Loyal,108.28,10,1,97.45,20,0,0
Other,Los Angeles,Returning,435.26,20,1,348.21,10,1,0
Female,Phoenix,Loyal,303.62,25,2,455.44,12,0,0
Male,Los Angeles,Returning,103.01,20,1,82.41,21,1,0
Female,Chicago,New,468.04,20,2,748.86,20,0,0
Male,San Francisco,Loyal,124.84,35,2,162.3,6,0,1
Female,Seattle,Loyal,171.0,20,2,273.6,13,0,0
Other,Phoenix,Returning,47.19,25,3,106.17,13,0,0
Female,Phoenix,Returning,216.84,15,3,552.93,8,1,0
Male,Seattle,Loyal,196.36,35,2,255.26,18,0,0
Other,Seattle,Returning,53.58,30,1,37.51,14,0,0
Female,Chicago,VIP,27.21,10,1,24.49,5,1,0
Other,Houston,Returning,155.73,30,2,218.02,11,1,0
Male,Atlanta,New,340.39,40,1,204.23,21,0,0
Male,Atlanta,New,175.43,25,1,131.57,19,0,0
Other,Houston,New,92.61,15,3,236.16,14,0,0
Male,New York,Loyal,137.54,20,2,220.06,4,1,0
Male,Chicago,Returning,90.11,15,1,76.59,15,0,0
Male,Chicago,New,71.28,10,1,64.15,6,0,0
Female,Chicago,New,230.06,50,1,115.03,5,0,0
Female,Atlanta,New,735.18,30,1,514.63,6,1,0
Male,Seattle,Loyal,570.43,25,2,855.64,3,0,0
Other,Dallas,Loyal,46.53,35,1,30.24,17,0,1
Female,Los Angeles,Returning,320.44,20,1,256.35,12,0,0
Male,Atlanta,Returning,11.72,15,1,9.96,11,1,0
Male,Atlanta,VIP,79.43,35,1,51.63,10,0,0
Other,Phoenix,New,93.85,25,1,70.39,9,0,1
Male,Chicago,New,640.38,15,1,544.32,16,0,0
Male,San Francisco,Returning,181.27,5,3,516.63,15,0,0
Other,Dallas,Returning,2352.86,15,2,3999.86,3,0,0
Male,Seattle,VIP,41.96,25,1,31.47,6,0,0
Male,Atlanta,Returning,42.53,20,1,34.02,2,1,0
Female,New York,Returning,154.19,20,1,123.35,4,0,0
Male,Seattle,Returning,276.46,25,1,207.34,6,1,0
Male,Houston,VIP,73.56,30,1,51.49,18,0,0
Female,Los Angeles,New,687.64,5,1,653.26,4,0,0
Female,Chicago,New,270.42,25,2,405.64,19,0,0
Male,Miami,Returning,109.48,30,2,153.28,10,0,0
Male,Dallas,Returning,1142.57,5,2,2170.88,5,1,0
Male,Los Angeles,Loyal,152.64,25,2,228.96,9,1,0
Female,Seattle,New,1135.23,10,1,1021.71,2,1,0
Male,Seattle,New,104.61,25,2,156.92,16,0,1
Male,Phoenix,Returning,135.47,20,1,108.38,12,1,0
Other,New York,Loyal,97.34,35,1,63.27,3,0,0
Other,San Francisco,Loyal,174.21,35,1,113.24,5,0,0
Male,Chicago,New,81.1,50,2,81.1,3,0,1
Female,Seattle,Returning,5.08,15,1,4.32,14,0,0
Male,Houston,New,593.96,35,4,1544.28,17,1,0
Male,Chicago,Loyal,151.71,30,1,106.2,16,1,0
Female,San Francisco,Loyal,143.68,25,1,107.76,12,0,0
Female,Phoenix,Returning,114.51,30,1,80.16,18,0,0
Male,Miami,Returning,34.8,25,1,26.1,3,0,0
Other,Dallas,New,722.32,30,2,1011.24,5,1,0
Male,Seattle,Returning,47.87,20,2,76.6,19,0,1
Female,New York,Loyal,109.94,35,4,285.84,0,0,1
Other,Los Angeles,Loyal,135.29,20,1,108.23,13,0,0
Other,Chicago,Loyal,52.29,25,1,39.22,9,0,0
Other,New York,Returning,17.58,25,1,13.18,18,0,0
Female,San Francisco,Loyal,570.02,40,1,342.01,2,0,0
Male,Houston,New,122.96,25,2,184.44,2,0,0
Female,Seattle,New,43.39,25,1,32.54,15,0,0
Female,Chicago,Returning,323.5,15,1,274.97,21,0,0
Male,New York,VIP,253.22,50,1,126.61,0,1,0
Male,Miami,Loyal,174.3,25,1,130.73,5,1,0
Other,Phoenix,Loyal,96.62,35,1,62.8,22,0,0
Male,Phoenix,Returning,277.35,40,1,166.41,2,0,0
Other,San Francisco,Returning,295.91,15,1,251.52,2,0,1
Female,Phoenix,Loyal,2166.87,30,1,1516.81,17,0,0
Male,Dallas,Returning,43.78,40,5,131.35,23,0,1
Male,Houston,Returning,87.1,30,1,60.97,23,0,0
Female,Phoenix,Returning,179.15,20,2,286.64,17,0,0
Male,Seattle,VIP,255.36,50,1,127.68,4,0,0
Other,San Francisco,New,32.85,40,2,39.42,2,1,0
Other,Los Angeles,New,351.65,40,1,210.99,18,0,0
Other,San Francisco,VIP,35.46,20,1,28.37,15,1,0
Male,Phoenix,Returning,112.58,40,1,67.55,18,0,0
Other,Seattle,Returning,155.12,35,1,100.83,11,0,0
Other,San Francisco,New,110.49,20,2,176.78,2,0,0
Male,Seattle,Loyal,63.02,10,1,56.72,9,1,0
Male,Los Angeles,Returning,595.69,5,1,565.91,10,0,0
Female,Los Angeles,New,239.48,30,1,167.64,0,0,0
Male,Los Angeles,New,145.02,30,4,406.04,23,0,0
Male,San Francisco,New,244.63,10,4,880.68,12,0,1
Other,San Francisco,New,849.85,40,1,509.91,9,0,0
Other,Miami,Loyal,359.28,25,1,269.46,11,0,0
Other,Miami,Returning,36.72,35,4,95.48,8,0,1
Male,Atlanta,New,420.22,30,3,882.45,23,0,1
Female,Houston,Returning,129.65,15,1,110.2,16,1,0
Male,Atlanta,Returning,43.93,20,1,35.14,20,1,0
Other,Seattle,New,143.45,40,1,86.07,9,0,0
Female,Phoenix,Loyal,1932.54,20,1,1546.03,13,0,0
Other,Dallas,Loyal,76.95,25,1,57.71,10,0,1
Female,Chicago,New,304.67,15,1,258.97,4,1,0
Other,Los Angeles,New,256.31,15,1,217.86,16,0,0
Female,Los Angeles,Loyal,244.08,40,1,146.45,19,0,1
Other,Houston,Returning,120.31,10,1,108.28,8,1,0
Female,Los Angeles,Loyal,243.0,50,1,121.5,2,0,0
Female,Seattle,Returning,456.72,25,3,1027.62,2,0,0
Other,Atlanta,Loyal,41.15,20,1,32.92,7,0,0
Other,San Francisco,New,448.39,30,1,313.87,23,0,0
Other,New York,New,296.44,25,1,222.33,13,0,0
Other,Chicago,Returning,356.81,40,2,428.18,0,0,0
Other,Atlanta,New,170.83,15,1,145.21,1,1,0
Other,Los Angeles,Loyal,135.64,10,1,122.08,4,0,0
Female,Los Angeles,Returning,97.94,35,1,63.66,15,0,0
Other,Seattle,Loyal,1094.28,20,1,875.42,12,0,0
Male,Phoenix,Loyal,697.63,20,1,558.1,15,0,0
Female,Miami,Returning,67.02,20,1,53.62,13,0,0
Female,San Francisco,New,50.78,15,1,43.16,3,0,0
Female,Seattle,New,105.7,20,1,84.56,19,1,0
Male,New York,New,54.29,25,1,40.72,2,0,1
Other,San Francisco,Returning,51.07,15,1,43.41,19,0,0
Male,Atlanta,New,61.11,20,1,48.89,14,0,0
Female,Miami,Returning,75.2,35,1,48.88,11,0,0
Other,New York,Returning,700.01,40,2,840.02,22,1,0
Female,San Francisco,Loyal,107.7,15,1,91.54,17,1,0
Other,Miami,New,219.36,25,1,164.52,5,1,0
Male,Atlanta,Loyal,128.48,20,1,102.78,0,0,0
Female,Dallas,VIP,47.49,25,1,35.62,1,0,0
Female,New York,Loyal,260.0,40,1,156.0,17,1,0
Male,Dallas,Returning,63.36,30,1,44.35,2,0,0
Male,San Francisco,Loyal,33.95,20,1,27.16,22,0,0
Female,Houston,Loyal,155.69,25,1,116.77,15,0,0
Female,Chicago,Returning,233.05,40,1,139.83,15,0,0
Male,Chicago,Loyal,811.16,10,1,730.04,5,0,0
Female,San Francisco,Loyal,333.19,5,1,316.53,20,0,0
Male,Dallas,New,38.47,40,3,69.24,20,0,0
Other,Chicago,Loyal,213.99,15,1,181.89,19,0,0
Other,Phoenix,New,231.97,15,2,394.34,18,0,0
Female,Houston,New,204.11,40,1,122.47,10,0,0
Other,Atlanta,New,299.54,50,1,149.77,17,0,0
Female,Houston,New,1319.62,30,1,923.73,7,0,0
Other,Dallas,Returning,1152.08,35,1,748.85,18,0,0
Female,Dallas,Returning,192.78,30,1,134.95,6,0,0
Female,Seattle,Loyal,147.61,20,2,236.18,23,0,0
Male,Phoenix,Loyal,74.55,15,1,63.37,19,0,0
Male,Miami,New,90.35,25,1,67.76,1,0,0
Other,Seattle,Returning,187.93,20,2,300.68,22,1,0
Other,New York,New,281.91,25,1,211.43,19,0,0
Other,Seattle,Returning,107.73,40,1,64.64,17,0,0
Other,Houston,Loyal,18.24,15,2,31.0,23,0,0
Male,New York,Returning,64.93,25,1,48.7,17,0,1
Female,Atlanta,Loyal,1078.79,50,1,539.4,9,0,0
Male,Miami,Loyal,448.35,20,1,358.68,1,0,1
Female,Phoenix,New,114.51,30,3,240.48,10,0,0
Other,Miami,Loyal,246.22,20,1,196.98,10,0,1
Female,Houston,Returning,447.97,35,1,291.18,20,0,0
Other,Miami,Returning,1062.14,35,1,690.39,6,1,0
Male,Seattle,Loyal,72.1,50,1,36.05,6,1,0
Female,Houston,Loyal,70.92,50,1,35.46,21,0,0
Other,Phoenix,New,174.96,20,1,139.97,3,0,0
Female,Seattle,Returning,81.73,20,1,65.38,10,1,0
Female,Miami,Returning,112.09,30,1,78.46,13,0,0
Female,Houston,VIP,157.55,25,2,236.32,4,0,0
Male,Phoenix,Returning,166.28,60,1,66.51,1,0,0
Other,Chicago,Loyal,412.85,50,1,206.42,9,0,0
Male,Houston,VIP,277.11,25,2,415.66,22,0,0
Other,Seattle,VIP,21.89,30,1,15.32,12,0,1
